AFP	APOBEC3A	ART3	CCL7	CXCL10	CXCL9	DNAH7	GRID2	HTR3A	KRT78	LAMP3	MYLK2	PGBD5	POTEKP	RAET1L	SLC28A2	SOX11	SPHK1	TH	TMEM171	TNRC18P1	TREM1	TTC6	UGT2B15	VRTN
MB-5117	4	5.6724253419715	5.90689059560852	5.83289001416474	8.92481250360578	7.53138146051631	6.56985560833095	4.85798099512757	5.61470984411521	5.24792751344359	7.01122725542325	5.75488750216347	5.28540221886225	4.08746284125034	5.58496250072116	5.58496250072116	5.08746284125034	7.4594316186373	6.04439411935845	5.08746284125034	6.39231742277876	5.8073549220576	6.53915881110803	4.85798099512757	5.12928301694497
MB-5176	1	5.12928301694497	2.8073549220576	1	11.5745935273376	12.5090326863065	4	1	1	1	9.35093918154643	1.58496250072116	4	1	1	2.32192809488736	3.58496250072116	7.20945336562895	1	2	1.58496250072116	2.8073549220576	3.8073549220576	1	1
MB-5215	5.4262647547021	6.39231742277876	5.55458885167764	5.83289001416474	5.04439411935845	5.4594316186373	6.96578428466209	6.4093909361377	6.76818432477693	5.97727992349992	4.8073549220576	6.74146698640115	6.14974711950468	3	6	5.85798099512757	5.24792751344359	6.90689059560852	5.61470984411521	6.37503943134692	6.91886323727459	6.06608919045777	8.29462074889163	6.24792751344359	6.35755200461808
MB-5179	6.2667865406949	6.4262647547021	4.8073549220576	4.52356195605701	9.37068740680722	8.85486838326024	5.4262647547021	5.35755200461808	4.95419631038687	4.85798099512757	7.05528243550119	5	6.28540221886225	1	4.70043971814109	5.04439411935845	5.75488750216347	7.58496250072116	5.58496250072116	5.4594316186373	6	5.04439411935845	6.39231742277876	4	5.97727992349992
MB-5330	4.08746284125034	5.7279204545632	4.58496250072116	4.70043971814109	6.75488750216347	7.4093909361377	6.58496250072116	5.28540221886225	5.04439411935845	5.49185309632967	5.24792751344359	5.7279204545632	6.44294349584873	6.04439411935845	5.55458885167764	5.32192809488736	7.33091687811462	9.12153351734003	5.16992500144231	5.52356195605701	6.3037807481771	6.44294349584873	6.24792751344359	5.08746284125034	5.04439411935845
MB-5144	4.90689059560852	7.34872815423108	4.8073549220576	4.70043971814109	7.36632221424582	7.91886323727459	6.20945336562895	5.35755200461808	5.32192809488736	5.39231742277876	6.39231742277876	5.7279204545632	5.8073549220576	3.4594316186373	5.4594316186373	5.20945336562895	6.68650052718322	8.8008998999203	5.08746284125034	5.88264304936184	6.20945336562895	6.39231742277876	5.83289001416474	5.52356195605701	5.90689059560852
MB-5196	4.95419631038687	6.74146698640115	4.58496250072116	4.39231742277876	7.59245703726808	8.13955135239879	6.4262647547021	5.49185309632967	4.39231742277876	4.85798099512757	6.44294349584873	6.02236781302845	6.10852445677817	4.85798099512757	5.55458885167764	5.97727992349992	5.16992500144231	7.94836723158468	6.4262647547021	5.88264304936184	5.97727992349992	5.52356195605701	4.85798099512757	5.20945336562895	5.95419631038687
MB-5200	5.4262647547021	7.4757334309664	4.85798099512757	6.58496250072116	7.78135971352466	7.16992500144231	5.49185309632967	5	5.08746284125034	5.04439411935845	5.8073549220576	6.71424551766612	5.97727992349992	5	5.08746284125034	4.8073549220576	5.90689059560852	7.76818432477693	5.6724253419715	5.78135971352466	5.20945336562895	5.83289001416474	9.62570884306447	5.04439411935845	4.4594316186373
MB-5583	5.32192809488736	4.58496250072116	3.8073549220576	2.58496250072116	8.13442632022093	8.54689445988764	5.93073733756289	3.8073549220576	3.32192809488736	2.8073549220576	5.16992500144231	3.16992500144231	4.95419631038687	11.5284541107648	4.39231742277876	4.32192809488736	5.16992500144231	8.27612440527424	3	3.58496250072116	3.70043971814109	4.58496250072116	4.4594316186373	2	1.58496250072116
MB-5601	1	1.58496250072116	2.58496250072116	1	11.311748315005	11.7927902943011	4.4594316186373	1	1	1	8.2240016741981	1	3.32192809488736	8.84862294042934	1.58496250072116	2.32192809488736	3.16992500144231	6.4594316186373	1.58496250072116	1.58496250072116	1.58496250072116	2.8073549220576	4.24792751344359	8.25738784269265	1
MB-5632	2.58496250072116	5.88264304936184	3.70043971814109	4.52356195605701	8.06608919045777	7.36632221424582	5.4594316186373	3	2.58496250072116	3.58496250072116	4.95419631038687	4.32192809488736	4.8073549220576	11.2185632361903	4.58496250072116	4.39231742277876	4.4594316186373	8.92481250360578	3.32192809488736	3.90689059560852	4.52356195605701	6.7279204545632	5.35755200461808	2.32192809488736	1.58496250072116
MB-5604	3.4594316186373	5.78135971352466	4.39231742277876	3.58496250072116	8.70735913208088	6.75488750216347	5.32192809488736	5	5.04439411935845	4.32192809488736	5.28540221886225	5.32192809488736	5.4594316186373	10.0566377151132	4.8073549220576	4.58496250072116	4.90689059560852	6.95419631038687	4.16992500144231	4.85798099512757	6.18982455888002	5.28540221886225	6.6724253419715	3.16992500144231	3.32192809488736
MB-5589	7.24792751344359	5.20945336562895	4.32192809488736	4.16992500144231	3.16992500144231	5.08746284125034	6.4594316186373	4.70043971814109	5.04439411935845	4.58496250072116	4.39231742277876	5	5.28540221886225	10.6608872703026	5.97727992349992	5.04439411935845	6.08746284125034	8.13442632022093	4.39231742277876	4.64385618977472	6.08746284125034	4.58496250072116	6.83289001416474	4.75488750216347	3.70043971814109
MB-5582	6.71424551766612	4.32192809488736	4.58496250072116	2.32192809488736	4.64385618977472	6.5077946401987	5.8073549220576	3.58496250072116	3.58496250072116	3.90689059560852	5.58496250072116	4.4594316186373	6	11.4099212412497	4.95419631038687	4.24792751344359	5.8073549220576	9.01680828768655	3.8073549220576	4.75488750216347	5.04439411935845	5.78135971352466	5.04439411935845	2.58496250072116	1.58496250072116
MB-5571	3.32192809488736	5.58496250072116	4	3.32192809488736	5.93073733756289	7	6.2667865406949	4.08746284125034	3.16992500144231	4.08746284125034	4.39231742277876	4.75488750216347	5.39231742277876	11.4696418172395	4.58496250072116	4.85798099512757	5.78135971352466	7.74146698640115	3.58496250072116	4.39231742277876	5.20945336562895	6.10852445677817	4.90689059560852	4.52356195605701	2.32192809488736
MB-5596	3	4.08746284125034	4	3.32192809488736	8.73131903102506	7.20945336562895	5.95419631038687	4.75488750216347	2.58496250072116	4	5.55458885167764	4.16992500144231	5.24792751344359	10.7573900093666	3.70043971814109	4.4594316186373	4.4594316186373	7.73470962022584	4.58496250072116	4.52356195605701	4.58496250072116	5.24792751344359	6.20945336562895	2.8073549220576	2
MB-5590	1.58496250072116	6.2667865406949	3.4594316186373	1	9.19229281447077	10.6366246205436	4	2	1.58496250072116	1.58496250072116	6.02236781302845	1.58496250072116	4.39231742277876	11.7189609119842	2	2.58496250072116	4.52356195605701	6.71424551766612	3	2.8073549220576	4	3.32192809488736	3.32192809488736	1	1
MB-5599	2	5.16992500144231	3.8073549220576	2.32192809488736	5.24792751344359	6.20945336562895	5	3.4594316186373	3	2.8073549220576	4.39231742277876	3.58496250072116	5.35755200461808	12.3578268822108	4.32192809488736	4.24792751344359	5.12928301694497	8.2336196767597	3.32192809488736	3.58496250072116	3.90689059560852	5.16992500144231	4.08746284125034	1	1.58496250072116
MB-5629	2.32192809488736	4.16992500144231	3.8073549220576	1.58496250072116	9.1548181090521	9.81378119121704	5.04439411935845	2.8073549220576	1.58496250072116	1.58496250072116	6.04439411935845	3.16992500144231	5.20945336562895	11.3054917921107	3.58496250072116	3.70043971814109	4.85798099512757	8.34872815423108	3.32192809488736	3.70043971814109	3.8073549220576	4.08746284125034	4.52356195605701	1	1
MB-5579	1.58496250072116	3.8073549220576	3.16992500144231	1.58496250072116	8.68650052718322	9.64565843240871	5.16992500144231	2	2	2	5.97727992349992	3.16992500144231	4.39231742277876	12.1299269335104	3.4594316186373	3.32192809488736	4.95419631038687	7.76818432477693	2.58496250072116	3.4594316186373	3.58496250072116	3.8073549220576	4.52356195605701	2.58496250072116	1
MB-5623	2	4	3.32192809488736	1.58496250072116	7.53915881110803	9.66888498426625	5.7279204545632	2	2.58496250072116	2.32192809488736	5	3.16992500144231	4.39231742277876	11.9483672315847	3	3.16992500144231	4.16992500144231	8.11894107272351	3.32192809488736	2.8073549220576	3.90689059560852	5.24792751344359	4.8073549220576	1	1.58496250072116
MB-5654	3.70043971814109	4.4594316186373	4.39231742277876	3.4594316186373	6.39231742277876	5.55458885167764	6.74146698640115	4.64385618977472	3.70043971814109	3.58496250072116	4.4594316186373	4.95419631038687	5.58496250072116	11.0505289055306	5.08746284125034	4.64385618977472	6.5077946401987	7.73470962022584	5.6724253419715	4.4594316186373	5.64385618977472	5.78135971352466	6.06608919045777	4.32192809488736	3.58496250072116
MB-5617	3.4594316186373	5.32192809488736	4.64385618977472	5.4594316186373	7.88874324889826	6.85798099512757	6.04439411935845	4.4594316186373	3.8073549220576	5.8073549220576	5.6724253419715	5.39231742277876	7.85174904141606	9.70043971814109	5.55458885167764	5	4.58496250072116	6.16992500144231	4.32192809488736	5.12928301694497	5.39231742277876	5.49185309632967	7.79441586635011	3.4594316186373	3
MB-5638	3.70043971814109	4	4	3.16992500144231	8.85174904141606	8.2667865406949	6.24792751344359	2.58496250072116	3.58496250072116	3.58496250072116	6.65821148275179	4	5	11.1805308073445	3.16992500144231	3.70043971814109	4	7.15987133677839	3	4.52356195605701	4.16992500144231	5.32192809488736	5.24792751344359	1.58496250072116	2
MB-5635	3.16992500144231	5.95419631038687	4.39231742277876	4.52356195605701	7.25738784269265	7.15987133677839	5.90689059560852	5.20945336562895	4.52356195605701	5.20945336562895	4.85798099512757	5.16992500144231	6.98868468677217	9.4178525148859	5.7279204545632	5.32192809488736	6.8073549220576	8.44708322620965	4.85798099512757	5.52356195605701	5.04439411935845	5.49185309632967	5.49185309632967	4.64385618977472	3.32192809488736
MB-5642	4.8073549220576	5.12928301694497	4.8073549220576	4.52356195605701	6.39231742277876	6.85798099512757	6.32192809488736	4.70043971814109	4.64385618977472	4.16992500144231	4.58496250072116	5.16992500144231	5.88264304936184	10.3241805466187	4.90689059560852	5.28540221886225	5.55458885167764	7.09803208296053	4.4594316186373	5.20945336562895	5.08746284125034	6.14974711950468	8.66533591718518	4.52356195605701	3.16992500144231
MB-5647	3	4.90689059560852	3.58496250072116	3.4594316186373	7.65821148275179	7.31288295528436	5.20945336562895	4.52356195605701	4.08746284125034	3.70043971814109	5.28540221886225	4.64385618977472	8	10.4460494067166	4.58496250072116	5.08746284125034	6.55458885167764	8.11894107272351	4.52356195605701	4.58496250072116	6.10852445677817	5.49185309632967	5.85798099512757	4.85798099512757	3.58496250072116
MB-4018	2.32192809488736	4.70043971814109	3.70043971814109	2.58496250072116	9.73809225962049	9.29920801838728	5.28540221886225	3	3.58496250072116	3.58496250072116	6.76818432477693	3.58496250072116	5.12928301694497	9.27844945822048	4.32192809488736	4.58496250072116	3.8073549220576	7.27612440527424	2.58496250072116	4.16992500144231	4.85798099512757	4.39231742277876	6.7279204545632	2.58496250072116	2
MB-5584	1	8.3264294871223	2	1.58496250072116	11.427312844135	12.3720488252728	3.58496250072116	1	1	1	4.32192809488736	1	3.58496250072116	10.0701209444768	1	1.58496250072116	3.58496250072116	8.18487534290828	1	1	1	2.58496250072116	2.8073549220576	1	1
MB-5626	3	5.90689059560852	4.32192809488736	3.16992500144231	7.85798099512757	6.97727992349992	6.04439411935845	3.90689059560852	3.4594316186373	4.08746284125034	5.78135971352466	4.90689059560852	5.70043971814109	10.9483672315847	4.8073549220576	4.39231742277876	4.58496250072116	7.90086680798075	3.32192809488736	4.90689059560852	5.24792751344359	5.52356195605701	7.45121111183233	3.4594316186373	2.32192809488736
MB-5653	2	4.70043971814109	4	2	6.4262647547021	7.01122725542325	4.95419631038687	3.32192809488736	2.8073549220576	2.8073549220576	6.52356195605701	3.8073549220576	5.24792751344359	12.2294196882304	3.58496250072116	3.90689059560852	4.90689059560852	7.4093909361377	6.39231742277876	4.24792751344359	4.4594316186373	5.08746284125034	6.44294349584873	1	1.58496250072116
MB-5576	1.58496250072116	7.54689445988764	2.8073549220576	1.58496250072116	9.62935662007961	10.2336196767597	3.8073549220576	1	1	1	4.32192809488736	1.58496250072116	3.90689059560852	12.5743570005659	1.58496250072116	2.32192809488736	4.16992500144231	7.98299357469431	1.58496250072116	2.32192809488736	2	3.90689059560852	2	1	1
MB-5575	3.32192809488736	5	3.4594316186373	2.8073549220576	7.88874324889826	7.81378119121704	5	1.58496250072116	2.32192809488736	2.58496250072116	4.58496250072116	4.32192809488736	5.16992500144231	12.0539258815311	3.58496250072116	3.58496250072116	4.39231742277876	8.07681559705083	3.16992500144231	4.24792751344359	4	5.32192809488736	7.23840473932508	1	1
MB-5646	2.32192809488736	5.49185309632967	4	2	6.94251450533924	7.16992500144231	5.49185309632967	2.8073549220576	2.32192809488736	3.4594316186373	4.4594316186373	4.90689059560852	4.64385618977472	12.2158363099625	3.90689059560852	3.90689059560852	5.04439411935845	6.94251450533924	3.8073549220576	4.32192809488736	4	4.75488750216347	5.04439411935845	1.58496250072116	1
MB-5591	3	4.90689059560852	4.08746284125034	1.58496250072116	7.8008998999203	7.54689445988764	5.70043971814109	3	4.24792751344359	2.58496250072116	4.85798099512757	3.8073549220576	6.12928301694497	11.8017083589165	4.39231742277876	4.64385618977472	4.64385618977472	8.33539035469392	2.8073549220576	4.16992500144231	4.24792751344359	4.08746284125034	4.58496250072116	2.58496250072116	1
MB-5567	3	4.8073549220576	4.24792751344359	3.16992500144231	6.75488750216347	6.4093909361377	6.02236781302845	3.70043971814109	3.90689059560852	3.4594316186373	5.35755200461808	4	4.95419631038687	11.6040898614692	5.12928301694497	4.24792751344359	5.8073549220576	7.4594316186373	3.16992500144231	4.39231742277876	5.04439411935845	4.70043971814109	5.93073733756289	4.24792751344359	2.8073549220576
MB-5603	3.90689059560852	3.58496250072116	3.4594316186373	1.58496250072116	9.08746284125034	10.1749256825007	5	1.58496250072116	2	1.58496250072116	8.34429590791582	2.32192809488736	4.85798099512757	11.1234747982441	2.8073549220576	3.32192809488736	3.8073549220576	7.74819284958946	2.32192809488736	3.32192809488736	3	4.4594316186373	4.8073549220576	1	1
MB-5622	3.32192809488736	6.37503943134692	4.16992500144231	4.64385618977472	7.78135971352466	6.4262647547021	6.02236781302845	4	4.16992500144231	4.32192809488736	5.24792751344359	4.75488750216347	6.06608919045777	9.76487159073609	5.20945336562895	5.4262647547021	5.88264304936184	8.5274770060604	4.8073549220576	5.12928301694497	5.20945336562895	5.85798099512757	5.55458885167764	3.90689059560852	5
MB-5597	2.58496250072116	4.8073549220576	4.24792751344359	2.58496250072116	7.66533591718518	6.37503943134692	6.02236781302845	4	4.24792751344359	4.24792751344359	5.39231742277876	4.4594316186373	5.52356195605701	11.4115109880121	4.52356195605701	4.4594316186373	5.12928301694497	7.58496250072116	4.08746284125034	4.08746284125034	5.49185309632967	4.90689059560852	5.78135971352466	3.16992500144231	1.58496250072116
MB-5613	1.58496250072116	4.24792751344359	3.58496250072116	1.58496250072116	10.5536292939164	6.14974711950468	4.85798099512757	2	6.02236781302845	1.58496250072116	3.4594316186373	2	5.24792751344359	12.1302487840507	3.58496250072116	3.58496250072116	5.8073549220576	7.96000193206808	2.58496250072116	2	2	4.4594316186373	4.39231742277876	1	1
MB-5580	7.19967234483636	5.39231742277876	4	3.90689059560852	8.10852445677817	7.05528243550119	6.14974711950468	3.58496250072116	4.16992500144231	4.39231742277876	5.4594316186373	4.39231742277876	5.39231742277876	10.9549232920303	3.58496250072116	4.4594316186373	4.70043971814109	7.17990909001493	3.58496250072116	4.52356195605701	5.4262647547021	4.90689059560852	6.70043971814109	3	1.58496250072116
MB-5645	2.32192809488736	4.70043971814109	3.58496250072116	1.58496250072116	10.3106127816595	10.3409627642517	5.75488750216347	2.32192809488736	2.32192809488736	3	7.79441586635011	3.16992500144231	5.12928301694497	8.31741261376487	4	3.58496250072116	3.8073549220576	6.4594316186373	2.58496250072116	4.16992500144231	3.58496250072116	4.39231742277876	4.08746284125034	1.58496250072116	1
MB-5468	1	5.24792751344359	7.09803208296053	6.4594316186373	12.4051414631363	9.23840473932508	4.24792751344359	1	1	1.58496250072116	8.89178370321831	2.8073549220576	7.08746284125034	2.32192809488736	2	3.16992500144231	8.51569983828404	7.91886323727459	3.4594316186373	3.32192809488736	2.58496250072116	3.32192809488736	2	1	1
MB-5474	1.58496250072116	4.24792751344359	4.64385618977472	1.58496250072116	11.0437108633472	10.4157417682901	4.39231742277876	1.58496250072116	4.90689059560852	1.58496250072116	8.78790255939143	2.8073549220576	4.85798099512757	4.90689059560852	2.32192809488736	3.8073549220576	9.53915881110803	8.25738784269265	2.32192809488736	3.32192809488736	2.8073549220576	3.16992500144231	4.4594316186373	1	1
MB-5514	4.39231742277876	5.16992500144231	5.24792751344359	5.97727992349992	7.3037807481771	6.14974711950468	7.40087943628218	6.5077946401987	5.88264304936184	6.24792751344359	5.4262647547021	6.4757334309664	6.78135971352466	4.85798099512757	5.97727992349992	5.61470984411521	5.04439411935845	6.55458885167764	5.12928301694497	6.12928301694497	6.37503943134692	5.64385618977472	7.59991284218713	6.83289001416474	6.33985000288462
MB-5510	3.70043971814109	5.08746284125034	4.58496250072116	5.04439411935845	6.78135971352466	5.55458885167764	6.65821148275179	5.55458885167764	4.58496250072116	4.58496250072116	5.08746284125034	5.08746284125034	5.6724253419715	9.92629599478111	5.20945336562895	5.20945336562895	6.65821148275179	8.2667865406949	4.32192809488736	5.20945336562895	5.28540221886225	6.55458885167764	5.75488750216347	4.32192809488736	4.4594316186373
MB-5473	4.08746284125034	5	4.58496250072116	4.24792751344359	9.34872815423108	7.14974711950468	5.97727992349992	4.4594316186373	3.90689059560852	4.08746284125034	6.14974711950468	4.8073549220576	5.58496250072116	9.73640193131829	4.85798099512757	4.08746284125034	5.61470984411521	7.82017896241519	4.24792751344359	4.64385618977472	4.95419631038687	5.35755200461808	5.52356195605701	2.58496250072116	3.4594316186373
MB-5484	4.85798099512757	4.90689059560852	4.95419631038687	5.24792751344359	4.52356195605701	6.82017896241519	6.76818432477693	5.20945336562895	6	4.64385618977472	5.49185309632967	6.18982455888002	6.33985000288462	8.59245703726808	5.04439411935845	5.24792751344359	6.74146698640115	8.64024493622235	4.39231742277876	5.28540221886225	5.95419631038687	5.75488750216347	6.78135971352466	5.28540221886225	5.55458885167764
MB-5432	2.58496250072116	5.16992500144231	3.16992500144231	1.58496250072116	10.3782948559119	10.4604558963096	4.4594316186373	2	1.58496250072116	1.58496250072116	7.09803208296053	3.4594316186373	4.75488750216347	8.67595703294175	2.8073549220576	3	3.8073549220576	6.75488750216347	3.32192809488736	3.32192809488736	5.61470984411521	4.64385618977472	6.61470984411521	1	1
MB-5525	3.16992500144231	5.61470984411521	4.58496250072116	4.64385618977472	9.54303182025524	6.4093909361377	5.20945336562895	4	4.8073549220576	4.4594316186373	5.70043971814109	4.08746284125034	5.12928301694497	8.66888498426625	5.12928301694497	4.85798099512757	5.58496250072116	7.57742882803575	4.24792751344359	5.04439411935845	5.78135971352466	6.06608919045777	6.39231742277876	4.32192809488736	3.58496250072116
MB-5562	5.7279204545632	6.28540221886225	4.4594316186373	5.4262647547021	8.45532722030456	5.75488750216347	6.4262647547021	4.52356195605701	5.12928301694497	4.75488750216347	4.95419631038687	4.90689059560852	5.83289001416474	8.25738784269265	5.58496250072116	4.64385618977472	5.55458885167764	7.05528243550119	4.75488750216347	5.28540221886225	5.75488750216347	5.90689059560852	7.23840473932508	4.52356195605701	4
MB-5497	4.32192809488736	7.2667865406949	4.64385618977472	5.6724253419715	6.68650052718322	6.96578428466209	5.83289001416474	5.12928301694497	4.58496250072116	5.28540221886225	5.4594316186373	6.20945336562895	6	8.67595703294175	5	5.28540221886225	5.04439411935845	6.96578428466209	4.4594316186373	6.10852445677817	6.04439411935845	5.93073733756289	7.68650052718322	5.20945336562895	5.97727992349992
MB-5300	3.32192809488736	4.16992500144231	4.95419631038687	3.70043971814109	7.01122725542325	6.98868468677217	5.85798099512757	4.39231742277876	4.4594316186373	4.52356195605701	5.28540221886225	5.70043971814109	5.55458885167764	10.6733090755617	4.75488750216347	4.4594316186373	5.24792751344359	7.84549005094437	3.8073549220576	4.90689059560852	5.4594316186373	5.28540221886225	7.08746284125034	2.8073549220576	4.70043971814109
MB-5550	3.16992500144231	5.39231742277876	4.32192809488736	5.12928301694497	8.17990909001493	8.29920801838728	6.49185309632967	4.39231742277876	4.8073549220576	4.24792751344359	5.4594316186373	4.52356195605701	5.6724253419715	10.0084286220706	4.70043971814109	4.75488750216347	4.58496250072116	6.98868468677217	3.90689059560852	4.64385618977472	4.4594316186373	5.4262647547021	6.59991284218713	4.8073549220576	3.4594316186373
MB-5520	3	5.20945336562895	2.8073549220576	1	11.4522412404308	10.2784494582205	4.32192809488736	1.58496250072116	1	1	8.2667865406949	2.32192809488736	4.39231742277876	8.06608919045777	2.58496250072116	2.58496250072116	4.16992500144231	7.93073733756289	2.32192809488736	3.32192809488736	2.8073549220576	4.4594316186373	3	1	1
MB-5554	4.32192809488736	3	3.70043971814109	2.32192809488736	9.24792751344359	9.35755200461808	4.95419631038687	3	3	2	6.79441586635011	4.58496250072116	5.7279204545632	10.902375114486	4	4.52356195605701	3.58496250072116	6.33985000288462	2.58496250072116	4.32192809488736	5.12928301694497	4.4594316186373	4.64385618977472	1	2
MB-4421	4.4594316186373	5.61470984411521	5.61470984411521	6.06608919045777	6.10852445677817	4.70043971814109	6.83289001416474	5.58496250072116	6.84549005094437	5.75488750216347	4.90689059560852	6.28540221886225	6.74146698640115	4.8073549220576	5.90689059560852	5.39231742277876	6.16992500144231	8	7.10852445677817	5.85798099512757	6.12928301694497	5.83289001416474	7.74819284958946	5.95419631038687	7.16992500144231
MB-5534	2.32192809488736	4.16992500144231	2.32192809488736	1	11.8237652797897	12.3715044120433	3.58496250072116	1	1	1	8.56224242422107	1	4.16992500144231	2	1	2	3.4594316186373	6.7279204545632	1	1.58496250072116	1.58496250072116	2.58496250072116	2	1	1
MB-5521	9.98441845880114	3.32192809488736	2.58496250072116	1	11.616548843779	12.7511255833673	3	1	1	1	8.3037807481771	1	3.8073549220576	1.58496250072116	1	1.58496250072116	3.8073549220576	6.93073733756289	1	1.58496250072116	1.58496250072116	2.8073549220576	2	1	1
MB-5482	3.8073549220576	5.90689059560852	6	3.32192809488736	8.79441586635011	8.58496250072116	5.28540221886225	3.8073549220576	4.24792751344359	4.64385618977472	8.58120058192496	4.4594316186373	7	8.33091687811462	4.08746284125034	3.8073549220576	8.46352437327118	8.61470984411521	3.8073549220576	3.90689059560852	4.52356195605701	4.64385618977472	4.32192809488736	1.58496250072116	3
MB-5483	1.58496250072116	5.20945336562895	3.32192809488736	1	10.8610869059954	10.6284455401372	4.16992500144231	1.58496250072116	2.32192809488736	1.58496250072116	7.15987133677839	2.32192809488736	4.70043971814109	4.70043971814109	3	2.58496250072116	10.8540891798706	7.45121111183233	2.32192809488736	2.32192809488736	3	3.58496250072116	2.32192809488736	1	1
MB-5532	4.32192809488736	5.58496250072116	5.12928301694497	5.6724253419715	7.40087943628218	6.84549005094437	6.5077946401987	5.4262647547021	6.08746284125034	5.4594316186373	5.24792751344359	6.44294349584873	6.16992500144231	5.90689059560852	5.6724253419715	5.32192809488736	5.32192809488736	8.81378119121704	5.04439411935845	5.4594316186373	6.78135971352466	6.5077946401987	7.43462822763672	3.70043971814109	5.32192809488736
MB-5556	1	3.58496250072116	2.58496250072116	7	13.121371625959	8.39660478118186	4.8073549220576	1	1	1	6.35755200461808	1.58496250072116	4.32192809488736	1.58496250072116	1	2.32192809488736	3.32192809488736	6.90689059560852	1	1.58496250072116	2.58496250072116	4.4594316186373	6.64385618977472	1	1
MB-5518	2.8073549220576	5.16992500144231	3.70043971814109	3.58496250072116	10.2842457498297	8.7176764230664	5.61470984411521	3.8073549220576	4.08746284125034	4.08746284125034	6.3037807481771	5.24792751344359	5.28540221886225	5.8073549220576	4.90689059560852	4.32192809488736	5.88264304936184	8.2336196767597	3.8073549220576	5.49185309632967	5.08746284125034	5.08746284125034	5.20945336562895	3.16992500144231	3
MB-5486	7.78790255939143	5.70043971814109	4	3	9.98156728190301	8.80413102118332	5.83289001416474	4.08746284125034	3.32192809488736	3.4594316186373	6.02236781302845	4.8073549220576	5	7.69348695749933	4.58496250072116	4	6.4757334309664	7.43462822763672	3.58496250072116	4.64385618977472	4.64385618977472	4.70043971814109	6.28540221886225	4.8073549220576	5.16992500144231
MB-5511	7.13955135239879	5.90689059560852	4	3.16992500144231	9.14720492494223	9.28771237954945	5.7279204545632	4.08746284125034	3.32192809488736	3.8073549220576	6.10852445677817	3.90689059560852	5.4594316186373	3	4.32192809488736	6.68650052718322	9.75488750216347	7.4178525148859	3	6.14974711950468	4.64385618977472	5.08746284125034	4	10.2264121927888	2.58496250072116
MB-5422	3.8073549220576	5.6724253419715	4.70043971814109	4.75488750216347	9.2045711442492	8.2045711442492	5.55458885167764	4.32192809488736	4.52356195605701	4.4594316186373	5.52356195605701	5.35755200461808	5.88264304936184	7.54689445988764	5.20945336562895	5.49185309632967	5.20945336562895	8.34429590791582	4	5.12928301694497	5.75488750216347	5.55458885167764	5.20945336562895	4.16992500144231	5.49185309632967
MB-5535	1.58496250072116	5.58496250072116	4.08746284125034	2.8073549220576	9.42206476617281	10.1972166931101	5	2.58496250072116	4.70043971814109	4	7.59991284218713	3.8073549220576	7.53138146051631	8	3.32192809488736	4.39231742277876	8.70735913208088	8.17492568250068	3.16992500144231	4.08746284125034	3.32192809488736	4.8073549220576	5.20945336562895	1.58496250072116	2
MB-5477	3.4594316186373	6.8703647195834	4.75488750216347	4.85798099512757	9.36413465500805	6.6724253419715	6.33985000288462	4.85798099512757	4.75488750216347	5.39231742277876	5.61470984411521	5.70043971814109	5.90689059560852	8.45121111183233	5.08746284125034	4.8073549220576	5.6724253419715	6.84549005094437	4.85798099512757	5.16992500144231	5.7279204545632	5.58496250072116	6.32192809488736	3.32192809488736	4.08746284125034
MB-5472	3.16992500144231	5	4.08746284125034	3.70043971814109	9.74986942739684	6.5077946401987	5.58496250072116	4	3.8073549220576	3.8073549220576	5.93073733756289	4.8073549220576	5.61470984411521	9.9957671508778	4.24792751344359	4.70043971814109	6.08746284125034	7.34872815423108	4.08746284125034	5.04439411935845	6.06608919045777	4.8073549220576	5.4594316186373	3	2.58496250072116
MB-5540	1.58496250072116	6.12928301694497	2.8073549220576	1.58496250072116	11.0687782779854	11.4898479604393	4.16992500144231	1.58496250072116	1.58496250072116	1	7.05528243550119	2.58496250072116	3.90689059560852	4.90689059560852	1.58496250072116	3.32192809488736	4.16992500144231	7.39231742277876	1.58496250072116	3.32192809488736	2	4.08746284125034	4.39231742277876	1	1
MB-5184	4.08746284125034	4.64385618977472	3.8073549220576	3.70043971814109	7.18982455888002	5.88264304936184	5.93073733756289	4.08746284125034	5	4.39231742277876	5.28540221886225	4.52356195605701	5.78135971352466	11.0402897210257	4.75488750216347	4.52356195605701	4.39231742277876	8.06608919045777	4.16992500144231	4.4594316186373	5.35755200461808	5.4594316186373	5.16992500144231	3.8073549220576	2.58496250072116
MB-5294	1.58496250072116	4.08746284125034	8.1548181090521	1.58496250072116	8.67948009950545	10.1861142395416	4.39231742277876	2.32192809488736	3.70043971814109	2.32192809488736	8.4797802640291	4	5.28540221886225	6.18982455888002	2.8073549220576	3.16992500144231	4.24792751344359	10.6847486204216	3.16992500144231	2.8073549220576	2.58496250072116	3.4594316186373	3	1	1
MB-5565	1	3.32192809488736	3.4594316186373	1	12.6606644774613	12.4596877562395	2.58496250072116	1	1	1	10.3901689562002	1	3.16992500144231	3	1	1	5.95419631038687	7.98868468677217	1	1	1	1.58496250072116	1.58496250072116	1	1
